Booking_ID,Date,Time,Customer_ID,Driver_ID,Vehicle_ID,City,Booking_Status,Distance_km,Fare_Amount,Payment_Type
BOOK_1329,2025-08-02,01:21:25,CUST_662,DRV_61,VEH_7,Pune,Completed,3.52,85.04,UPI
BOOK_1330,2025-10-05,19:04:37,CUST_360,DRV_152,VEH_157,Mumbai,Completed,17.92,238.01,Card
BOOK_1331,2025-05-02,22:33:39,CUST_396,DRV_123,VEH_227,Delhi,Completed,14.14,360.34,Wallet
BOOK_1332,2026-02-20,20:22:56,CUST_447,DRV_207,VEH_169,Ahmedabad,No Show,7.31,177.44,UPI
BOOK_1333,2025-04-12,21:17:27,CUST_265,DRV_151,VEH_38,Delhi,No Show,12.82,290.33,Card
BOOK_1334,2025-05-20,19:59:25,CUST_283,DRV_42,VEH_252,Ahmedabad,Completed,14.45,243.51,UPI
BOOK_1335,2025-06-27,11:26:49,CUST_336,DRV_13,VEH_140,Ahmedabad,Completed,8.57,195.86,Cash
BOOK_1336,2026-02-10,19:22:15,CUST_133,DRV_74,VEH_210,Delhi,Completed,18.82,396.38,UPI
BOOK_1337,2025-08-13,11:22:55,CUST_679,DRV_192,VEH_257,Mumbai,Completed,17.73,179.39,UPI
BOOK_1338,2025-09-15,10:05:38,CUST_515,DRV_64,VEH_51,Ahmedabad,Completed,16.89,349.06,Cash
BOOK_1339,2025-05-26,18:52:57,CUST_665,DRV_267,VEH_51,Mumbai,No Show,9.81,111.25,UPI
BOOK_1340,2025-11-03,08:09:50,CUST_508,DRV_35,VEH_269,Bangalore,Completed,18.64,237.57,Card
BOOK_1341,2025-05-30,21:56:22,CUST_570,DRV_148,VEH_12,Hyderabad,Completed,18.84,467.97,Card
BOOK_1342,2025-04-05,23:48:38,CUST_487,DRV_21,VEH_37,Kolkata,Completed,13.52,187.35,Cash
BOOK_1343,2025-06-05,09:42:25,CUST_603,DRV_180,VEH_215,Ahmedabad,Completed,15.43,207.51,Card
BOOK_1344,2025-10-31,22:46:51,CUST_609,DRV_138,VEH_81,Kolkata,Completed,18.61,237.61,UPI
BOOK_1345,2025-08-19,15:48:32,CUST_133,DRV_266,VEH_127,Delhi,Completed,6.54,87.54,UPI
BOOK_1346,2025-05-17,20:20:33,CUST_457,DRV_267,VEH_103,Kolkata,No Show,6.2,116.04,UPI
BOOK_1347,2025-10-02,21:16:17,CUST_260,DRV_38,VEH_43,Mumbai,Completed,14.35,240.43,UPI
BOOK_1348,2025-11-20,17:20:21,CUST_410,DRV_244,VEH_29,Pune,Completed,6.37,180.54,UPI
BOOK_1349,2025-04-16,03:45:26,CUST_665,DRV_22,VEH_150,Hyderabad,Completed,12.8,275.5,Cash
BOOK_1350,2026-02-13,21:13:59,CUST_195,DRV_205,VEH_152,Mumbai,Completed,4.76,92.66,Cash
BOOK_1351,2025-06-06,17:55:04,CUST_12,DRV_251,VEH_293,Mumbai,Completed,7.12,182.14,Cash
BOOK_1352,2025-11-30,17:07:03,CUST_660,DRV_71,VEH_161,Kolkata,Completed,13.33,277.17,UPI
BOOK_1353,2025-10-15,18:57:04,CUST_189,DRV_125,VEH_149,Mumbai,Cancelled,15.03,177.14,UPI
BOOK_1354,2025-11-02,18:05:13,CUST_611,DRV_241,VEH_53,Pune,Completed,18.68,318.44,Card
BOOK_1355,2025-06-22,11:05:14,CUST_281,DRV_78,VEH_176,Bangalore,Completed,7.05,99.8,UPI
BOOK_1356,2025-11-27,21:37:04,CUST_669,DRV_276,VEH_133,Mumbai,Completed,16.94,413.29,UPI
BOOK_1357,2025-08-03,22:07:11,CUST_165,DRV_235,VEH_218,Pune,Completed,9.32,201.47,Card
BOOK_1358,2025-08-30,22:07:47,CUST_158,DRV_79,VEH_160,Mumbai,Completed,17.96,282.03,Card
BOOK_1359,2025-10-27,17:25:32,CUST_363,DRV_124,VEH_290,Ahmedabad,Completed,15.75,184.78,Wallet
BOOK_1360,2025-09-03,21:59:40,CUST_10,DRV_40,VEH_181,Mumbai,Completed,7.63,107.9,UPI
BOOK_1361,2025-12-31,21:18:04,CUST_562,DRV_32,VEH_98,Mumbai,Completed,17.05,422.74,Cash
BOOK_1362,2025-09-29,08:05:04,CUST_339,DRV_193,VEH_156,Pune,Completed,4.05,87.98,Wallet
BOOK_1363,2025-07-20,21:13:48,CUST_394,DRV_241,VEH_220,Delhi,Completed,5.05,150.62,UPI
BOOK_1364,2025-06-12,20:49:13,CUST_697,DRV_104,VEH_291,Chennai,Completed,16.16,397.54,UPI
BOOK_1365,2026-03-14,21:21:43,CUST_15,DRV_79,VEH_227,Delhi,Completed,9.87,133.45,Wallet
BOOK_1366,2026-02-15,18:52:36,CUST_137,DRV_93,VEH_270,Chennai,Completed,16.88,194.59,UPI
BOOK_1367,2025-09-24,13:23:55,CUST_87,DRV_56,VEH_239,Hyderabad,Cancelled,12.58,259.4,UPI
BOOK_1368,2025-07-13,12:13:52,CUST_415,DRV_87,VEH_30,Bangalore,Completed,2.57,112.53,UPI
BOOK_1369,2025-10-16,22:47:39,CUST_545,DRV_103,VEH_283,Delhi,Completed,8.87,217.3,Wallet
BOOK_1370,2025-09-26,20:00:57,CUST_465,DRV_262,VEH_46,Hyderabad,Completed,6.29,86.65,UPI
BOOK_1371,2025-05-27,19:16:31,CUST_160,DRV_60,VEH_106,Hyderabad,Completed,14.29,235.53,Card
BOOK_1372,2025-10-01,11:42:41,CUST_459,DRV_226,VEH_178,Kolkata,Completed,6.13,123.56,UPI
BOOK_1373,2026-03-25,03:24:14,CUST_84,DRV_149,VEH_158,Bangalore,Completed,13.07,142.53,Wallet
BOOK_1374,2026-01-22,19:51:30,CUST_20,DRV_144,VEH_279,Bangalore,No Show,2.41,77.75,UPI
BOOK_1375,2025-04-08,21:20:01,CUST_42,DRV_91,VEH_175,Chennai,Completed,16.13,325.49,Cash
BOOK_1376,2025-05-09,21:11:28,CUST_135,DRV_233,VEH_157,Hyderabad,Completed,5.69,180.44,UPI
BOOK_1377,2026-03-11,10:10:21,CUST_682,DRV_5,VEH_177,Mumbai,Completed,5.35,168.69,Cash
BOOK_1378,2025-08-17,08:45:58,CUST_307,DRV_173,VEH_300,Bangalore,Completed,5.11,146.79,Cash
BOOK_1379,2026-02-05,21:23:07,CUST_283,DRV_199,VEH_110,Bangalore,No Show,13.93,248.07,UPI
BOOK_1380,2025-12-10,20:37:51,CUST_602,DRV_37,VEH_212,Kolkata,Completed,14.42,293.98,Card
BOOK_1381,2025-10-29,21:22:34,CUST_166,DRV_84,VEH_265,Bangalore,Completed,2.75,118.37,Wallet
BOOK_1382,2025-07-28,22:35:50,CUST_438,DRV_213,VEH_247,Delhi,Completed,14.61,314.76,Card
BOOK_1383,2025-05-08,17:34:46,CUST_307,DRV_119,VEH_9,Delhi,Completed,13.15,229.53,Cash
BOOK_1384,2025-07-06,21:45:17,CUST_145,DRV_85,VEH_258,Mumbai,Completed,13.36,330.23,UPI
BOOK_1385,2025-12-14,10:44:12,CUST_552,DRV_166,VEH_77,Chennai,Completed,19.73,493.2,UPI
BOOK_1386,2025-11-22,20:27:54,CUST_580,DRV_7,VEH_144,Ahmedabad,No Show,14.91,385.31,Cash
BOOK_1387,2025-06-03,08:56:12,CUST_138,DRV_87,VEH_151,Bangalore,Completed,9.34,220.48,Wallet
BOOK_1388,2025-09-22,13:58:33,CUST_383,DRV_118,VEH_250,Bangalore,Completed,5.98,111.05,UPI
BOOK_1389,2025-10-11,18:29:14,CUST_138,DRV_6,VEH_91,Chennai,Cancelled,18.28,432.77,UPI
BOOK_1390,2025-09-20,15:29:19,CUST_608,DRV_107,VEH_93,Mumbai,Completed,17.39,438.76,UPI
BOOK_1391,2025-04-05,01:17:18,CUST_75,DRV_134,VEH_251,Mumbai,Completed,6.62,106.4,Cash
BOOK_1392,2025-04-29,20:57:23,CUST_579,DRV_119,VEH_182,Mumbai,Completed,8.25,227.87,Card
BOOK_1393,2026-02-18,17:03:47,CUST_9,DRV_19,VEH_249,Delhi,Completed,4.13,89.87,Cash
BOOK_1394,2026-03-30,20:20:41,CUST_72,DRV_86,VEH_244,Mumbai,Completed,10.63,146.38,Wallet
BOOK_1395,2025-08-28,21:34:17,CUST_54,DRV_228,VEH_257,Pune,No Show,4.33,128.85,Card
BOOK_1396,2025-09-07,22:40:06,CUST_377,DRV_100,VEH_61,Hyderabad,Completed,8.96,211.42,UPI
BOOK_1397,2026-03-25,12:49:31,CUST_87,DRV_276,VEH_236,Mumbai,Completed,11.6,131.26,Card
BOOK_1398,2025-11-16,10:18:50,CUST_640,DRV_10,VEH_276,Delhi,Completed,15.61,214.05,Cash
BOOK_1399,2025-07-04,17:44:00,CUST_672,DRV_142,VEH_277,Chennai,Completed,11.78,145.94,Card
BOOK_1400,2025-10-11,19:56:26,CUST_354,DRV_44,VEH_57,Mumbai,Completed,4.03,91.15,Cash
BOOK_1401,2025-09-06,20:54:03,CUST_511,DRV_58,VEH_191,Delhi,Completed,8.3,141.68,UPI
BOOK_1402,2025-11-19,19:04:15,CUST_244,DRV_127,VEH_249,Hyderabad,Completed,12.15,260.04,Card
BOOK_1403,2025-08-22,17:22:20,CUST_624,DRV_152,VEH_83,Kolkata,Completed,9.41,133.52,UPI
BOOK_1404,2026-02-16,22:12:58,CUST_566,DRV_104,VEH_146,Mumbai,Completed,3.26,120.03,Card
BOOK_1405,2025-10-31,10:06:35,CUST_187,DRV_251,VEH_15,Pune,Completed,17.79,352.14,Cash
BOOK_1406,2025-07-24,18:22:17,CUST_228,DRV_139,VEH_30,Delhi,Completed,11.04,142.7,UPI
BOOK_1407,2025-10-12,00:33:03,CUST_272,DRV_103,VEH_116,Hyderabad,Completed,9.17,124.03,UPI
BOOK_1408,2025-09-14,14:05:08,CUST_540,DRV_172,VEH_298,Mumbai,No Show,10.3,241.28,Cash
BOOK_1409,2026-01-16,13:01:51,CUST_694,DRV_248,VEH_283,Mumbai,Completed,11.26,248.55,Cash
BOOK_1410,2025-05-11,22:22:52,CUST_479,DRV_144,VEH_231,Delhi,Completed,10.1,213.53,UPI
BOOK_1411,2025-04-15,22:20:42,CUST_527,DRV_267,VEH_40,Delhi,Completed,6.21,97.21,Wallet
BOOK_1412,2025-12-11,19:47:15,CUST_137,DRV_117,VEH_149,Ahmedabad,No Show,14.11,362.33,UPI
BOOK_1413,2025-05-06,21:35:30,CUST_237,DRV_207,VEH_159,Hyderabad,Completed,8.05,151.78,UPI
BOOK_1414,2025-05-08,04:42:10,CUST_620,DRV_248,VEH_266,Chennai,Completed,11.28,296.45,Wallet
BOOK_1415,2026-02-05,15:36:09,CUST_533,DRV_264,VEH_209,Kolkata,Completed,19.95,391.91,Cash
BOOK_1416,2026-01-03,10:38:37,CUST_134,DRV_6,VEH_219,Ahmedabad,Completed,11.85,202.54,UPI
BOOK_1417,2025-05-11,19:15:23,CUST_117,DRV_156,VEH_228,Bangalore,Cancelled,17.01,418.4,Cash
BOOK_1418,2025-04-02,12:58:24,CUST_376,DRV_28,VEH_159,Bangalore,Completed,4.94,80.17,Wallet
BOOK_1419,2025-12-21,11:05:01,CUST_296,DRV_157,VEH_12,Mumbai,Cancelled,7.6,111.73,UPI
BOOK_1420,2025-06-13,19:14:16,CUST_665,DRV_224,VEH_175,Delhi,Completed,8.71,128.97,Cash
BOOK_1421,2025-08-06,09:18:38,CUST_48,DRV_105,VEH_293,Delhi,Completed,19.61,204.36,Wallet
BOOK_1422,2026-03-20,16:37:15,CUST_323,DRV_50,VEH_160,Mumbai,Completed,9.84,152.32,Cash
BOOK_1423,2025-04-07,11:40:32,CUST_53,DRV_142,VEH_150,Mumbai,Completed,6.93,114.98,UPI
BOOK_1424,2025-10-25,23:33:10,CUST_660,DRV_152,VEH_58,Pune,Completed,16.99,210.02,Wallet
BOOK_1425,2025-07-05,19:12:17,CUST_551,DRV_50,VEH_64,Delhi,Completed,9.29,204.2,Wallet
BOOK_1426,2025-08-01,16:11:07,CUST_331,DRV_262,VEH_244,Delhi,Completed,4.55,78.85,Card
BOOK_1427,2026-03-14,08:21:44,CUST_340,DRV_55,VEH_135,Mumbai,Completed,18.6,377.29,Card
BOOK_1428,2026-01-17,18:21:47,CUST_599,DRV_3,VEH_212,Hyderabad,Completed,2.59,79.05,UPI
BOOK_1429,2025-07-18,17:41:37,CUST_219,DRV_27,VEH_241,Pune,Completed,7.58,120.14,UPI
BOOK_1430,2025-04-09,20:10:02,CUST_621,DRV_163,VEH_285,Chennai,Completed,15.08,255.33,Card
BOOK_1431,2025-10-13,09:39:23,CUST_533,DRV_188,VEH_216,Hyderabad,Completed,10.01,221.58,UPI
BOOK_1432,2025-08-31,02:16:04,CUST_609,DRV_186,VEH_101,Mumbai,Completed,3.99,121.84,Card
BOOK_1433,2025-08-12,21:28:41,CUST_501,DRV_265,VEH_60,Mumbai,Completed,10.99,234.22,UPI
BOOK_1434,2025-08-19,11:28:06,CUST_668,DRV_238,VEH_81,Bangalore,Completed,9.82,129.34,Card
BOOK_1435,2025-06-06,21:39:42,CUST_144,DRV_104,VEH_77,Chennai,Completed,11.74,203.91,Card
BOOK_1436,2026-02-18,19:14:46,CUST_438,DRV_138,VEH_216,Delhi,Completed,13.77,168.86,Card
BOOK_1437,2026-03-29,17:36:23,CUST_290,DRV_5,VEH_91,Bangalore,Cancelled,5.46,116.6,Card
BOOK_1438,2026-01-22,19:14:31,CUST_222,DRV_156,VEH_128,Delhi,Completed,9.74,146.78,Wallet
BOOK_1439,2025-11-18,11:40:05,CUST_437,DRV_150,VEH_283,Bangalore,Completed,7.43,140.34,Cash
BOOK_1440,2026-01-25,20:44:25,CUST_155,DRV_233,VEH_209,Delhi,Completed,6.41,149.64,UPI
BOOK_1441,2025-08-17,08:47:32,CUST_424,DRV_150,VEH_33,Mumbai,Completed,3.45,65.29,UPI
BOOK_1442,2025-07-27,02:47:00,CUST_433,DRV_125,VEH_131,Mumbai,Completed,19.36,328.86,Cash
BOOK_1443,2026-01-04,22:33:06,CUST_345,DRV_10,VEH_243,Chennai,Completed,18.19,286.52,Card
BOOK_1444,2025-05-09,18:30:04,CUST_55,DRV_195,VEH_18,Hyderabad,Completed,17.62,197.72,Card
BOOK_1445,2026-02-19,21:02:13,CUST_526,DRV_108,VEH_36,Hyderabad,Completed,2.87,66.16,UPI
BOOK_1446,2026-02-11,22:50:36,CUST_568,DRV_23,VEH_164,Mumbai,Cancelled,12.92,176.64,UPI
BOOK_1447,2026-03-20,19:37:21,CUST_582,DRV_94,VEH_279,Chennai,Completed,17.71,218.08,Card
BOOK_1448,2025-09-21,01:57:45,CUST_362,DRV_71,VEH_167,Chennai,Completed,19.36,316.51,UPI
BOOK_1449,2025-10-27,21:05:35,CUST_270,DRV_187,VEH_163,Mumbai,Completed,11.68,167.83,Wallet
BOOK_1450,2025-06-21,16:59:19,CUST_462,DRV_1,VEH_107,Chennai,Completed,4.29,132.91,Wallet
BOOK_1451,2025-07-07,20:51:12,CUST_303,DRV_258,VEH_191,Bangalore,Completed,15.49,178.41,UPI
BOOK_1452,2025-11-19,08:04:29,CUST_53,DRV_45,VEH_283,Hyderabad,Completed,14.94,265.22,UPI
BOOK_1453,2025-08-24,18:26:41,CUST_479,DRV_253,VEH_156,Pune,Completed,11.77,299.97,UPI
BOOK_1454,2026-02-14,18:51:31,CUST_178,DRV_248,VEH_272,Kolkata,Completed,12.93,238.09,Wallet
BOOK_1455,2025-11-26,05:39:47,CUST_583,DRV_10,VEH_49,Hyderabad,Completed,2.31,73.61,Card
BOOK_1456,2026-02-16,22:58:57,CUST_412,DRV_262,VEH_142,Delhi,Completed,10.59,196.68,Card
BOOK_1457,2025-04-18,21:46:59,CUST_181,DRV_139,VEH_31,Hyderabad,Completed,19.85,489.31,UPI
BOOK_1458,2025-07-06,10:13:57,CUST_86,DRV_200,VEH_245,Delhi,Completed,10.78,197.81,UPI
BOOK_1459,2025-10-30,19:16:18,CUST_683,DRV_225,VEH_50,Mumbai,Completed,15.06,321.01,Card
BOOK_1460,2025-04-19,21:13:51,CUST_492,DRV_183,VEH_264,Mumbai,Completed,6.74,192.93,Card
BOOK_1461,2025-06-03,22:18:32,CUST_337,DRV_272,VEH_253,Delhi,No Show,9.86,213.62,UPI
BOOK_1462,2025-05-10,21:59:24,CUST_70,DRV_185,VEH_135,Ahmedabad,Completed,15.69,261.5,Card
BOOK_1463,2025-10-11,21:35:33,CUST_525,DRV_135,VEH_200,Delhi,No Show,8.01,99.17,UPI
BOOK_1464,2026-01-28,20:06:35,CUST_659,DRV_279,VEH_256,Mumbai,Completed,11.41,263.07,Cash
BOOK_1465,2025-05-28,17:32:50,CUST_686,DRV_202,VEH_177,Mumbai,Completed,14.2,346.22,UPI
BOOK_1466,2025-10-09,13:26:43,CUST_399,DRV_210,VEH_26,Delhi,Completed,2.03,67.23,UPI
BOOK_1467,2025-06-20,21:34:31,CUST_287,DRV_179,VEH_103,Delhi,Completed,6.51,185.59,Card
BOOK_1468,2025-06-01,16:38:00,CUST_395,DRV_81,VEH_112,Delhi,Completed,18.58,223.34,Cash
BOOK_1469,2025-08-31,02:59:57,CUST_554,DRV_159,VEH_239,Bangalore,Completed,4.49,110.19,Cash
BOOK_1470,2025-12-04,05:43:02,CUST_79,DRV_85,VEH_84,Chennai,No Show,10.91,271.51,UPI
BOOK_1471,2025-04-30,11:53:29,CUST_80,DRV_167,VEH_126,Hyderabad,Cancelled,8.11,116.79,Cash
BOOK_1472,2026-01-09,20:55:34,CUST_335,DRV_61,VEH_248,Mumbai,Completed,17.97,290.51,UPI
BOOK_1473,2025-04-21,18:50:45,CUST_655,DRV_212,VEH_111,Hyderabad,Cancelled,7.97,136.46,Card
BOOK_1474,2025-09-24,02:14:56,CUST_622,DRV_4,VEH_8,Hyderabad,Cancelled,7.97,231.07,UPI
BOOK_1475,2025-06-24,15:39:36,CUST_123,DRV_29,VEH_95,Mumbai,Completed,15.36,331.15,UPI
BOOK_1476,2025-05-30,05:24:58,CUST_693,DRV_113,VEH_47,Mumbai,Cancelled,9.13,138.07,UPI
BOOK_1477,2025-12-15,21:16:36,CUST_570,DRV_97,VEH_112,Mumbai,Completed,18.12,225.62,UPI
BOOK_1478,2025-05-05,21:09:38,CUST_65,DRV_114,VEH_198,Chennai,Completed,15.71,316.78,Cash
BOOK_1479,2025-11-01,20:46:41,CUST_160,DRV_15,VEH_29,Mumbai,Completed,7.67,124.73,UPI
BOOK_1480,2025-08-20,19:38:18,CUST_380,DRV_131,VEH_173,Bangalore,Completed,19.9,468.31,Wallet
BOOK_1481,2025-07-26,19:30:06,CUST_57,DRV_80,VEH_228,Bangalore,Completed,2.29,59.06,Card
BOOK_1482,2026-02-10,18:50:18,CUST_116,DRV_154,VEH_44,Delhi,Completed,3.51,103.57,UPI
BOOK_1483,2026-01-28,02:14:38,CUST_147,DRV_17,VEH_13,Pune,Completed,6.27,161.66,UPI
BOOK_1484,2025-12-05,22:50:24,CUST_346,DRV_62,VEH_167,Mumbai,Completed,13.51,296.98,UPI
BOOK_1485,2025-12-19,10:02:23,CUST_101,DRV_150,VEH_191,Bangalore,Completed,18.24,443.29,UPI
BOOK_1486,2025-09-04,17:12:00,CUST_186,DRV_116,VEH_147,Bangalore,Completed,11.16,132.94,UPI
BOOK_1487,2025-07-11,19:00:57,CUST_430,DRV_183,VEH_154,Mumbai,Completed,15.16,316.23,Card
BOOK_1488,2026-02-11,21:50:27,CUST_372,DRV_203,VEH_25,Mumbai,Completed,17.94,232.59,Cash
BOOK_1489,2025-10-04,11:00:13,CUST_566,DRV_133,VEH_205,Pune,Cancelled,17.03,290.98,UPI
BOOK_1490,2026-01-29,08:11:39,CUST_173,DRV_229,VEH_232,Delhi,Completed,5.46,80.1,UPI
BOOK_1491,2025-12-20,20:40:24,CUST_222,DRV_6,VEH_211,Mumbai,Cancelled,5.27,106.71,Cash
BOOK_1492,2026-02-20,19:53:50,CUST_79,DRV_168,VEH_51,Bangalore,Completed,11.81,315.5,UPI
BOOK_1493,2026-02-03,19:21:27,CUST_169,DRV_41,VEH_295,Delhi,Completed,16.43,412.11,Wallet
BOOK_1494,2025-06-03,18:39:31,CUST_224,DRV_237,VEH_35,Pune,Completed,4.64,96.65,Cash
BOOK_1495,2025-07-21,17:36:04,CUST_556,DRV_206,VEH_186,Pune,Completed,11.63,136.73,Cash
BOOK_1496,2025-12-03,09:49:34,CUST_121,DRV_122,VEH_132,Delhi,Completed,2.55,96.37,Wallet
BOOK_1497,2025-06-07,09:22:48,CUST_588,DRV_121,VEH_207,Ahmedabad,Completed,18.93,385.36,UPI
BOOK_1498,2025-05-18,21:04:56,CUST_120,DRV_81,VEH_150,Chennai,Completed,10.57,206.72,Card
BOOK_1499,2026-01-14,21:48:44,CUST_534,DRV_44,VEH_265,Hyderabad,Completed,15.66,158.72,UPI
BOOK_1500,2025-07-05,02:36:47,CUST_203,DRV_4,VEH_287,Chennai,Completed,18.5,231.7,UPI
BOOK_1501,2025-12-19,06:49:16,CUST_182,DRV_269,VEH_68,Mumbai,Completed,19.24,402.61,Card
BOOK_1502,2025-06-29,17:44:24,CUST_198,DRV_145,VEH_241,Mumbai,Completed,10.65,143.9,Cash
BOOK_1503,2026-03-09,14:19:53,CUST_437,DRV_183,VEH_60,Chennai,Completed,12.02,128.99,Wallet
BOOK_1504,2025-12-19,09:42:27,CUST_154,DRV_193,VEH_178,Delhi,Completed,17.61,425.79,Cash
BOOK_1505,2025-07-26,02:34:30,CUST_689,DRV_117,VEH_140,Delhi,Completed,6.93,104.42,Card
BOOK_1506,2026-03-16,05:03:47,CUST_97,DRV_69,VEH_29,Hyderabad,Completed,17.51,217.38,UPI
BOOK_1507,2025-06-29,17:18:01,CUST_327,DRV_126,VEH_264,Ahmedabad,Completed,6.56,170.12,Card
BOOK_1508,2025-10-17,22:17:42,CUST_624,DRV_33,VEH_139,Bangalore,Cancelled,2.95,84.92,UPI
BOOK_1509,2025-06-15,07:09:15,CUST_632,DRV_86,VEH_223,Bangalore,Completed,6.89,183.74,UPI
BOOK_1510,2025-11-24,20:23:02,CUST_527,DRV_1,VEH_154,Delhi,Completed,7.33,178.72,Cash
BOOK_1511,2025-09-24,12:05:02,CUST_209,DRV_211,VEH_188,Pune,Completed,9.94,192.15,Wallet
BOOK_1512,2026-02-27,19:09:37,CUST_8,DRV_41,VEH_208,Delhi,Completed,9.7,187.69,Card
BOOK_1513,2025-06-17,08:45:22,CUST_404,DRV_257,VEH_213,Mumbai,Completed,6.37,137.42,UPI
BOOK_1514,2025-08-20,21:57:50,CUST_130,DRV_170,VEH_125,Delhi,Completed,15.63,328.68,UPI
BOOK_1515,2026-03-23,18:24:29,CUST_627,DRV_270,VEH_141,Mumbai,Completed,15.59,324.84,UPI
BOOK_1516,2025-07-15,15:14:21,CUST_499,DRV_245,VEH_187,Delhi,Completed,8.44,117.9,UPI
BOOK_1517,2025-11-21,09:56:06,CUST_532,DRV_22,VEH_79,Bangalore,Completed,11.88,248.61,UPI
BOOK_1518,2025-07-03,10:15:32,CUST_331,DRV_216,VEH_248,Bangalore,Completed,8.63,134.91,Cash
BOOK_1519,2025-06-11,09:48:06,CUST_437,DRV_9,VEH_250,Pune,Completed,6.75,142.28,Cash
BOOK_1520,2025-09-02,16:58:26,CUST_623,DRV_173,VEH_98,Delhi,Completed,15.24,395.16,UPI
BOOK_1521,2025-05-12,08:19:16,CUST_574,DRV_138,VEH_279,Hyderabad,Cancelled,9.68,114.13,Wallet
BOOK_1522,2025-10-25,19:24:40,CUST_335,DRV_178,VEH_81,Mumbai,Completed,5.97,133.7,Card
BOOK_1523,2025-11-17,19:00:05,CUST_539,DRV_141,VEH_145,Delhi,Cancelled,9.38,127.39,UPI
BOOK_1524,2025-12-15,05:40:58,CUST_676,DRV_54,VEH_226,Hyderabad,Completed,7.74,119.8,Wallet
BOOK_1525,2025-07-09,21:22:05,CUST_304,DRV_233,VEH_16,Delhi,Completed,5.67,183.65,UPI
BOOK_1526,2025-11-14,09:31:05,CUST_76,DRV_162,VEH_294,Hyderabad,Completed,2.49,76.13,Card
BOOK_1527,2025-12-16,06:47:21,CUST_276,DRV_152,VEH_157,Bangalore,Completed,18.15,239.95,UPI
BOOK_1528,2025-04-09,10:26:21,CUST_505,DRV_93,VEH_229,Mumbai,Completed,14.18,172.74,Cash
BOOK_1529,2025-12-09,21:43:28,CUST_481,DRV_143,VEH_94,Hyderabad,Completed,10.59,133.66,UPI
BOOK_1530,2025-08-16,18:30:41,CUST_599,DRV_203,VEH_11,Hyderabad,Completed,3.69,86.69,UPI
BOOK_1531,2025-07-24,20:32:19,CUST_539,DRV_97,VEH_214,Bangalore,Completed,19.28,319.63,Card
BOOK_1532,2025-06-07,16:33:24,CUST_103,DRV_220,VEH_59,Bangalore,Completed,4.26,124.72,Card
BOOK_1533,2025-11-21,17:09:41,CUST_224,DRV_104,VEH_157,Chennai,Cancelled,13.1,181.38,Wallet
BOOK_1534,2025-08-01,01:05:17,CUST_123,DRV_54,VEH_299,Delhi,No Show,4.32,98.75,UPI
BOOK_1535,2025-05-07,17:27:48,CUST_400,DRV_100,VEH_282,Mumbai,Completed,15.51,158.04,Wallet
BOOK_1536,2026-01-07,22:15:50,CUST_123,DRV_225,VEH_8,Mumbai,Cancelled,14.95,263.66,Cash
BOOK_1537,2025-05-30,16:40:48,CUST_599,DRV_276,VEH_180,Ahmedabad,Completed,9.28,259.2,UPI
BOOK_1538,2025-08-09,16:16:34,CUST_663,DRV_180,VEH_73,Bangalore,Completed,6.35,172.23,UPI
BOOK_1539,2025-10-06,20:26:37,CUST_372,DRV_13,VEH_63,Delhi,Completed,7.09,183.72,UPI
BOOK_1540,2025-07-13,11:55:59,CUST_293,DRV_133,VEH_229,Pune,Cancelled,17.58,302.97,UPI
BOOK_1541,2025-07-26,22:09:58,CUST_265,DRV_43,VEH_158,Pune,Completed,18.79,321.08,Card
BOOK_1542,2026-02-12,08:11:47,CUST_438,DRV_66,VEH_39,Kolkata,No Show,3.61,126.78,UPI
BOOK_1543,2025-04-24,19:41:22,CUST_242,DRV_264,VEH_125,Mumbai,Completed,4.52,115.85,UPI
BOOK_1544,2026-03-28,21:25:45,CUST_601,DRV_187,VEH_21,Hyderabad,Completed,19.64,334.49,Wallet
BOOK_1545,2025-12-17,18:08:33,CUST_571,DRV_215,VEH_130,Mumbai,Completed,10.67,143.99,Cash
BOOK_1546,2026-03-19,20:15:37,CUST_437,DRV_176,VEH_71,Mumbai,Completed,13.29,297.94,Card
BOOK_1547,2025-08-16,10:21:32,CUST_100,DRV_234,VEH_233,Bangalore,Completed,7.51,117.84,Wallet
BOOK_1548,2025-05-26,08:24:32,CUST_248,DRV_205,VEH_195,Chennai,Completed,2.83,70.2,UPI
BOOK_1549,2025-08-26,08:35:34,CUST_456,DRV_162,VEH_239,Delhi,Completed,10.04,277.99,Wallet
BOOK_1550,2025-06-08,22:19:22,CUST_463,DRV_186,VEH_188,Chennai,Completed,7.71,175.88,Card
BOOK_1551,2025-12-20,08:45:30,CUST_294,DRV_58,VEH_96,Bangalore,Cancelled,2.63,93.94,Card
BOOK_1552,2025-10-19,17:41:47,CUST_588,DRV_114,VEH_55,Delhi,Completed,11.93,179.24,Wallet
BOOK_1553,2026-02-06,16:24:04,CUST_369,DRV_263,VEH_36,Kolkata,Completed,7.2,127.56,UPI
BOOK_1554,2025-12-05,04:02:17,CUST_340,DRV_202,VEH_171,Bangalore,Completed,19.65,320.43,Card
BOOK_1555,2025-07-12,22:11:01,CUST_140,DRV_96,VEH_79,Mumbai,Completed,17.85,293.53,UPI
BOOK_1556,2025-04-15,22:26:17,CUST_433,DRV_163,VEH_265,Mumbai,Completed,10.3,265.58,Card
